# series.cover_url — 变更前快照
# id	old_value
1	https://cdn.example.com/course/general_purpose_programming_foundation.jpg
2	https://cdn.example.com/course/general_purpose_programming_foundation.jpg
3	https://cdn.example.com/course/general_purpose_programming_practice.jpg
4	https://cdn.example.com/course/general_purpose_programming_practice.jpg
5	https://cdn.example.com/course/general_purpose_programming_advanced.jpg
6	https://cdn.example.com/course/general_purpose_programming_advanced.jpg
7	https://cdn.example.com/course/systems_programming_foundation.jpg
8	https://cdn.example.com/course/systems_programming_foundation.jpg
9	https://cdn.example.com/course/systems_programming_practice.jpg
10	https://cdn.example.com/course/systems_programming_practice.jpg
11	https://cdn.example.com/course/systems_programming_advanced.jpg
12	https://cdn.example.com/course/systems_programming_advanced.jpg
13	https://cdn.example.com/course/scripting_and_automation_foundation.jpg
14	https://cdn.example.com/course/scripting_and_automation_foundation.jpg
15	https://cdn.example.com/course/scripting_and_automation_practice.jpg
16	https://cdn.example.com/course/scripting_and_automation_practice.jpg
17	https://cdn.example.com/course/scripting_and_automation_advanced.jpg
18	https://cdn.example.com/course/scripting_and_automation_advanced.jpg
19	https://cdn.example.com/course/web_programming_languages_foundation.jpg
20	https://cdn.example.com/course/web_programming_languages_foundation.jpg
21	https://cdn.example.com/course/web_programming_languages_practice.jpg
22	https://cdn.example.com/course/web_programming_languages_practice.jpg
23	https://cdn.example.com/course/web_programming_languages_advanced.jpg
24	https://cdn.example.com/course/web_programming_languages_advanced.jpg
25	https://cdn.example.com/course/low_level_programming_foundation.jpg
26	https://cdn.example.com/course/low_level_programming_foundation.jpg
27	https://cdn.example.com/course/low_level_programming_practice.jpg
28	https://cdn.example.com/course/low_level_programming_practice.jpg
29	https://cdn.example.com/course/low_level_programming_advanced.jpg
30	https://cdn.example.com/course/low_level_programming_advanced.jpg
31	https://cdn.example.com/course/frontend_development_foundation.jpg
32	https://cdn.example.com/course/frontend_development_foundation.jpg
33	https://cdn.example.com/course/frontend_development_practice.jpg
34	https://cdn.example.com/course/frontend_development_practice.jpg
35	https://cdn.example.com/course/frontend_development_advanced.jpg
36	https://cdn.example.com/course/frontend_development_advanced.jpg
37	https://cdn.example.com/course/backend_development_foundation.jpg
38	https://cdn.example.com/course/backend_development_foundation.jpg
39	https://cdn.example.com/course/backend_development_practice.jpg
40	https://cdn.example.com/course/backend_development_practice.jpg
41	https://cdn.example.com/course/backend_development_advanced.jpg
42	https://cdn.example.com/course/backend_development_advanced.jpg
43	https://cdn.example.com/course/fullstack_development_foundation.jpg
44	https://cdn.example.com/course/fullstack_development_foundation.jpg
45	https://cdn.example.com/course/fullstack_development_practice.jpg
46	https://cdn.example.com/course/fullstack_development_practice.jpg
47	https://cdn.example.com/course/fullstack_development_advanced.jpg
48	https://cdn.example.com/course/fullstack_development_advanced.jpg
49	https://cdn.example.com/course/network_and_communication_systems_foundation.jpg
50	https://cdn.example.com/course/network_and_communication_systems_foundation.jpg
51	https://cdn.example.com/course/network_and_communication_systems_practice.jpg
52	https://cdn.example.com/course/network_and_communication_systems_practice.jpg
53	https://cdn.example.com/course/network_and_communication_systems_advanced.jpg
54	https://cdn.example.com/course/network_and_communication_systems_advanced.jpg
55	https://cdn.example.com/course/operating_and_runtime_systems_foundation.jpg
56	https://cdn.example.com/course/operating_and_runtime_systems_foundation.jpg
57	https://cdn.example.com/course/operating_and_runtime_systems_practice.jpg
58	https://cdn.example.com/course/operating_and_runtime_systems_practice.jpg
59	https://cdn.example.com/course/operating_and_runtime_systems_advanced.jpg
60	https://cdn.example.com/course/operating_and_runtime_systems_advanced.jpg
61	https://cdn.example.com/course/data_storage_systems_foundation.jpg
62	https://cdn.example.com/course/data_storage_systems_foundation.jpg
63	https://cdn.example.com/course/data_storage_systems_practice.jpg
64	https://cdn.example.com/course/data_storage_systems_practice.jpg
65	https://cdn.example.com/course/data_storage_systems_advanced.jpg
66	https://cdn.example.com/course/data_storage_systems_advanced.jpg
67	https://cdn.example.com/course/compiler_and_language_systems_foundation.jpg
68	https://cdn.example.com/course/compiler_and_language_systems_foundation.jpg
69	https://cdn.example.com/course/compiler_and_language_systems_practice.jpg
70	https://cdn.example.com/course/compiler_and_language_systems_practice.jpg
71	https://cdn.example.com/course/compiler_and_language_systems_advanced.jpg
72	https://cdn.example.com/course/compiler_and_language_systems_advanced.jpg
73	https://cdn.example.com/course/distributed_and_cloud_systems_foundation.jpg
74	https://cdn.example.com/course/distributed_and_cloud_systems_foundation.jpg
75	https://cdn.example.com/course/distributed_and_cloud_systems_practice.jpg
76	https://cdn.example.com/course/distributed_and_cloud_systems_practice.jpg
77	https://cdn.example.com/course/distributed_and_cloud_systems_advanced.jpg
78	https://cdn.example.com/course/distributed_and_cloud_systems_advanced.jpg
79	https://cdn.example.com/course/data_analysis_and_visualization_foundation.jpg
80	https://cdn.example.com/course/data_analysis_and_visualization_foundation.jpg
81	https://cdn.example.com/course/data_analysis_and_visualization_practice.jpg
82	https://cdn.example.com/course/data_analysis_and_visualization_practice.jpg
83	https://cdn.example.com/course/data_analysis_and_visualization_advanced.jpg
84	https://cdn.example.com/course/data_analysis_and_visualization_advanced.jpg
85	https://cdn.example.com/course/data_engineering_foundation.jpg
86	https://cdn.example.com/course/data_engineering_foundation.jpg
87	https://cdn.example.com/course/data_engineering_practice.jpg
88	https://cdn.example.com/course/data_engineering_practice.jpg
89	https://cdn.example.com/course/data_engineering_advanced.jpg
90	https://cdn.example.com/course/data_engineering_advanced.jpg
91	https://cdn.example.com/course/machine_learning_methods_foundation.jpg
92	https://cdn.example.com/course/machine_learning_methods_foundation.jpg
93	https://cdn.example.com/course/machine_learning_methods_practice.jpg
94	https://cdn.example.com/course/machine_learning_methods_practice.jpg
95	https://cdn.example.com/course/machine_learning_methods_advanced.jpg
96	https://cdn.example.com/course/machine_learning_methods_advanced.jpg
97	https://cdn.example.com/course/deep_learning_and_perception_foundation.jpg
98	https://cdn.example.com/course/deep_learning_and_perception_foundation.jpg
99	https://cdn.example.com/course/deep_learning_and_perception_practice.jpg
100	https://cdn.example.com/course/deep_learning_and_perception_practice.jpg
101	https://cdn.example.com/course/deep_learning_and_perception_advanced.jpg
102	https://cdn.example.com/course/deep_learning_and_perception_advanced.jpg
103	https://cdn.example.com/course/foundation_models_and_agents_foundation.jpg
104	https://cdn.example.com/course/foundation_models_and_agents_foundation.jpg
105	https://cdn.example.com/course/foundation_models_and_agents_practice.jpg
106	https://cdn.example.com/course/foundation_models_and_agents_practice.jpg
107	https://cdn.example.com/course/foundation_models_and_agents_advanced.jpg
108	https://cdn.example.com/course/foundation_models_and_agents_advanced.jpg
109	https://cdn.example.com/course/graphics_rendering_pipeline_foundation.jpg
110	https://cdn.example.com/course/graphics_rendering_pipeline_foundation.jpg
111	https://cdn.example.com/course/graphics_rendering_pipeline_practice.jpg
112	https://cdn.example.com/course/graphics_rendering_pipeline_practice.jpg
113	https://cdn.example.com/course/graphics_rendering_pipeline_advanced.jpg
114	https://cdn.example.com/course/graphics_rendering_pipeline_advanced.jpg
115	https://cdn.example.com/course/real_time_rendering_foundation.jpg
116	https://cdn.example.com/course/real_time_rendering_foundation.jpg
117	https://cdn.example.com/course/real_time_rendering_practice.jpg
118	https://cdn.example.com/course/real_time_rendering_practice.jpg
119	https://cdn.example.com/course/real_time_rendering_advanced.jpg
120	https://cdn.example.com/course/real_time_rendering_advanced.jpg
121	https://cdn.example.com/course/simulation_and_physics_foundation.jpg
122	https://cdn.example.com/course/simulation_and_physics_foundation.jpg
123	https://cdn.example.com/course/simulation_and_physics_practice.jpg
124	https://cdn.example.com/course/simulation_and_physics_practice.jpg
125	https://cdn.example.com/course/simulation_and_physics_advanced.jpg
126	https://cdn.example.com/course/simulation_and_physics_advanced.jpg
127	https://cdn.example.com/course/interactive_media_and_games_foundation.jpg
128	https://cdn.example.com/course/interactive_media_and_games_foundation.jpg
129	https://cdn.example.com/course/interactive_media_and_games_practice.jpg
130	https://cdn.example.com/course/interactive_media_and_games_practice.jpg
131	https://cdn.example.com/course/interactive_media_and_games_advanced.jpg
132	https://cdn.example.com/course/interactive_media_and_games_advanced.jpg
133	https://cdn.example.com/course/analysis_foundations_foundation.jpg
134	https://cdn.example.com/course/analysis_foundations_foundation.jpg
135	https://cdn.example.com/course/analysis_foundations_practice.jpg
136	https://cdn.example.com/course/analysis_foundations_practice.jpg
137	https://cdn.example.com/course/analysis_foundations_advanced.jpg
138	https://cdn.example.com/course/analysis_foundations_advanced.jpg
139	https://cdn.example.com/course/algebra_foundations_foundation.jpg
140	https://cdn.example.com/course/algebra_foundations_foundation.jpg
141	https://cdn.example.com/course/algebra_foundations_practice.jpg
142	https://cdn.example.com/course/algebra_foundations_practice.jpg
143	https://cdn.example.com/course/algebra_foundations_advanced.jpg
144	https://cdn.example.com/course/algebra_foundations_advanced.jpg
145	https://cdn.example.com/course/geometry_foundations_foundation.jpg
146	https://cdn.example.com/course/geometry_foundations_foundation.jpg
147	https://cdn.example.com/course/geometry_foundations_practice.jpg
148	https://cdn.example.com/course/geometry_foundations_practice.jpg
149	https://cdn.example.com/course/geometry_foundations_advanced.jpg
150	https://cdn.example.com/course/geometry_foundations_advanced.jpg
151	https://cdn.example.com/course/calculus_and_sequences_foundation.jpg
152	https://cdn.example.com/course/calculus_and_sequences_foundation.jpg
153	https://cdn.example.com/course/calculus_and_sequences_practice.jpg
154	https://cdn.example.com/course/calculus_and_sequences_practice.jpg
155	https://cdn.example.com/course/calculus_and_sequences_advanced.jpg
156	https://cdn.example.com/course/calculus_and_sequences_advanced.jpg
157	https://cdn.example.com/course/proof_and_logic_foundation.jpg
158	https://cdn.example.com/course/proof_and_logic_foundation.jpg
159	https://cdn.example.com/course/proof_and_logic_practice.jpg
160	https://cdn.example.com/course/proof_and_logic_practice.jpg
161	https://cdn.example.com/course/proof_and_logic_advanced.jpg
162	https://cdn.example.com/course/proof_and_logic_advanced.jpg
163	https://cdn.example.com/course/probability_and_statistics_foundation.jpg
164	https://cdn.example.com/course/probability_and_statistics_foundation.jpg
165	https://cdn.example.com/course/probability_and_statistics_practice.jpg
166	https://cdn.example.com/course/probability_and_statistics_practice.jpg
167	https://cdn.example.com/course/probability_and_statistics_advanced.jpg
168	https://cdn.example.com/course/probability_and_statistics_advanced.jpg
169	https://cdn.example.com/course/operations_research_foundation.jpg
170	https://cdn.example.com/course/operations_research_foundation.jpg
171	https://cdn.example.com/course/operations_research_practice.jpg
172	https://cdn.example.com/course/operations_research_practice.jpg
173	https://cdn.example.com/course/operations_research_advanced.jpg
174	https://cdn.example.com/course/operations_research_advanced.jpg
175	https://cdn.example.com/course/numerical_and_computational_methods_foundation.jpg
176	https://cdn.example.com/course/numerical_and_computational_methods_foundation.jpg
177	https://cdn.example.com/course/numerical_and_computational_methods_practice.jpg
178	https://cdn.example.com/course/numerical_and_computational_methods_practice.jpg
179	https://cdn.example.com/course/numerical_and_computational_methods_advanced.jpg
180	https://cdn.example.com/course/numerical_and_computational_methods_advanced.jpg
181	https://cdn.example.com/course/modeling_and_simulation_foundation.jpg
182	https://cdn.example.com/course/modeling_and_simulation_foundation.jpg
183	https://cdn.example.com/course/modeling_and_simulation_practice.jpg
184	https://cdn.example.com/course/modeling_and_simulation_practice.jpg
185	https://cdn.example.com/course/modeling_and_simulation_advanced.jpg
186	https://cdn.example.com/course/modeling_and_simulation_advanced.jpg
187	https://cdn.example.com/course/data_and_quantitative_analysis_foundation.jpg
188	https://cdn.example.com/course/data_and_quantitative_analysis_foundation.jpg
189	https://cdn.example.com/course/data_and_quantitative_analysis_practice.jpg
190	https://cdn.example.com/course/data_and_quantitative_analysis_practice.jpg
191	https://cdn.example.com/course/data_and_quantitative_analysis_advanced.jpg
192	https://cdn.example.com/course/data_and_quantitative_analysis_advanced.jpg
193	https://cdn.example.com/course/modern_analysis_foundation.jpg
194	https://cdn.example.com/course/modern_analysis_foundation.jpg
195	https://cdn.example.com/course/modern_analysis_practice.jpg
196	https://cdn.example.com/course/modern_analysis_practice.jpg
